timeMillis,timeNanos,x,y,z
1576422121722,2082422980623,282.02,-28.42,4.29
1576422121743,2082442980623,282.35,-28.26,4.56
1576422121764,2082462980623,282.69998,-28.3,5.0699997
1576422121785,2082482980623,282.72998,-28.31,5.48
1576422121805,2082502980623,282.34,-28.24,5.6299996
1576422121823,2082522980623,281.82,-28.3,5.7999997
1576422121843,2082542980623,281.29,-28.4,5.97
1576422121864,2082562980623,280.72,-28.25,5.8799996
1576422121883,2082582980623,280.21,-27.88,5.68
1576422121903,2082602980623,279.8,-27.529999,5.5099998
1576422121923,2082622980623,279.54,-27.43,5.39
1576422121944,2082642980623,279.47998,-27.67,5.3599997
1576422121963,2082662980623,279.52,-28.14,5.39
1576422121983,2082682980623,279.59,-28.64,5.39
1576422122003,2082702980623,279.63,-29.039999,5.31
1576422122023,2082722980623,279.6,-29.279999,5.14
1576422122043,2082742980623,279.44,-29.41,4.91
1576422122064,2082762980623,279.05,-29.5,4.63
1576422122083,2082782982186,278.49,-29.56,4.38
1576422122104,2082802982186,277.96,-29.57,4.25
1576422122123,2082822980623,277.66998,-29.539999,4.24
1576422122143,2082842980623,277.65,-29.47,4.25
1576422122163,2082862980623,277.75,-29.429998,4.19
1576422122183,2082882980623,277.81,-29.47,4.08
1576422122203,2082902982186,277.83,-29.57,4.0699997
1576422122223,2082922980623,277.88,-29.699999,4.23
1576422122242,2082942980623,277.87,-29.73,4.45
1576422122264,2082962980623,277.66998,-29.529999,4.5499997
1576422122283,2082982980623,277.33,-29.13,4.52
1576422122303,2083002980623,277.07,-28.66,4.48
1576422122323,2083022980623,277.13,-28.279999,4.56
1576422122343,2083042980623,277.58,-28.16,4.8599997
1576422122363,2083062980623,278.29,-28.25,5.2999997
1576422122383,2083082980623,278.8,-28.25,5.4
1576422122403,2083102980623,278.65,-28.029999,4.87
1576422122423,2083122980623,278.27,-27.939999,4.3399997
1576422122443,2083142980623,278.22,-28.189999,4.25
1576422122463,2083162980623,278.56,-28.57,4.41
1576422122483,2083182980623,278.96,-28.71,4.46
1576422122504,2083202980623,279.19998,-28.48,4.24
1576422122522,2083222980623,279.25998,-28.029999,3.77
1576422122543,2083242980623,279.31,-27.609999,3.26
1576422122563,2083262980623,279.4,-27.31,2.75
1576422122583,2083282980623,279.56,-27.17,2.24
1576422122603,2083302980623,279.87,-27.24,1.8
1576422122632,2083322980623,280.3,-27.48,1.54
1576422122643,2083342980623,280.75,-27.83,1.4
1576422122663,2083362980623,281.09,-28.14,1.28
1576422122683,2083382980623,281.27,-28.38,1.13
1576422122703,2083402980623,281.27,-28.529999,1.05
1576422122723,2083422980623,281.13,-28.59,1.0799999
1576422122743,2083442980623,280.9,-28.539999,1.18
1576422122764,2083462980623,280.61,-28.41,1.3199999
1576422122783,2083482980623,280.3,-28.26,1.4699999
1576422122803,2083502980623,280.02,-28.08,1.5899999
1576422122824,2083522982186,279.72998,-27.84,1.5899999
1576422122843,2083542982186,279.43,-27.48,1.4499999
1576422122911,2083562982186,279.15,-27.0,1.29
1576422122911,2083582982186,279.04,-26.56,1.2099999
1576422122911,2083602982186,279.03,-26.26,1.2099999
1576422122923,2083622980623,278.97998,-26.0,1.0799999
1576422122943,2083642980623,278.79,-25.72,0.71999997
1576422122963,2083662980623,278.43,-25.51,0.53999996
1576422122984,2083682980623,278.25,-25.49,0.81
1576422123003,2083702980623,277.77,-25.539999,1.31
1576422123023,2083722980623,276.91,-25.619999,1.8299999
1576422123043,2083742982186,276.02,-25.82,2.37
