,bssid,frequency,rss,ssid,timeMillis,timestamp
2891,d8c7c8df0262,2472,-88,Welcome_1st_KAIST,1573436761134,4702852754497
2892,02089fb594e3,2452,-92,Eurecar-server,1573436761134,4702852754494
2893,00246c5b7d32,2452,-65,Welcome_1st_KAIST,1573436761134,4702852754490
2894,00246c5b7d31,2452,-65,eduroam,1573436761134,4702852754484
2895,88366cb0360c,2447,-97,iptime,1573436761134,4702852754480
2896,88366c456c9c,2442,-86,TCL_HRI_ROOM_2.4GHz,1573436761134,4702852754474
2897,20a6cd24b9d2,5260,-92,Welcome_1st_KAIST,1573436761134,4702852754468
2898,0aaed66b0b11,2437,-94,AndroidHotspot6B_0B_11,1573436761134,4702852754461
2899,002666fd48c4,2417,-86,USRG_C318,1573436761134,4702852754456
2900,24dec6e33380,2452,-96,Welcome_KAIST,1573436761134,4702852754442
2901,24dec6ec65a2,2472,-96,Welcome_1st_KAIST,1573436763990,4702855608987
2902,d8c7c8df22b2,5805,-76,Welcome_1st_KAIST,1573436763990,4702855608984
2903,d8c7c8df22b1,5805,-77,eduroam,1573436763990,4702855608980
2904,d8c7c8df22b0,5805,-76,Welcome_KAIST,1573436763990,4702855608978
2905,d8c7c8df1682,2472,-94,Welcome_1st_KAIST,1573436763990,4702855608974
2906,d8c7c8df1681,2472,-97,Welcome_KAIST,1573436763990,4702855608970
2907,00246c5b7d3a,5785,-80,Welcome_1st_KAIST,1573436763990,4702855608967
2908,00246c5b7d39,5785,-81,eduroam,1573436763990,4702855608963
2909,00246c5b7d38,5785,-81,Welcome_KAIST,1573436763990,4702855608960
2910,d8c7c8def992,5765,-74,Welcome_1st_KAIST,1573436763990,4702855608957
2911,d8c7c8def991,5765,-74,Welcome_KAIST,1573436763990,4702855608953
2912,d8c7c8def990,5765,-74,eduroam,1573436763990,4702855608950
2913,24dec6ec65a1,2472,-99,eduroam,1573436763990,4702855608947
2914,24dec6ec65a0,2472,-100,Welcome_KAIST,1573436763990,4702855608941
2915,24dec6e33392,5745,-63,Welcome_1st_KAIST,1573436763990,4702855608937
2916,24dec6e33391,5745,-63,eduroam,1573436763990,4702855608934
2917,24dec6e33390,5745,-64,Welcome_KAIST,1573436763990,4702855608930
2918,d8c7c8de3b82,2472,-64,Welcome_1st_KAIST,1573436763990,4702855608928
2919,d8c7c8de3b81,2472,-63,eduroam,1573436763990,4702855608924
2920,d8c7c8de3b80,2472,-64,Welcome_KAIST,1573436763990,4702855608922
2921,24dec6e33382,2452,-62,Welcome_1st_KAIST,1573436763990,4702855608919
2922,24dec6e33381,2452,-62,eduroam,1573436763990,4702855608916
2923,24dec6e33380,2452,-63,Welcome_KAIST,1573436763990,4702855608913
2924,00246c5b7d30,2452,-68,Welcome_KAIST,1573436763990,4702855608910
2925,0aaed66b0b11,2437,-87,AndroidHotspot6B_0B_11,1573436763990,4702855608906
2926,24dec6db2d12,5240,-78,Welcome_1st_KAIST,1573436763990,4702855608903
2927,24dec6db2d11,5240,-77,eduroam,1573436763990,4702855608899
2928,24dec6db2d10,5240,-77,Welcome_KAIST,1573436763990,4702855608896
2929,d8c7c8def6a2,2412,-83,Welcome_1st_KAIST,1573436763990,4702855608892
2930,d8c7c8def6a1,2412,-84,Welcome_KAIST,1573436763990,4702855608886
2931,d8c7c8de3b92,5180,-57,Welcome_1st_KAIST,1573436763990,4702855608884
2932,d8c7c8de3b91,5180,-57,eduroam,1573436763990,4702855608881
2933,d8c7c8de3b90,5180,-57,Welcome_KAIST,1573436763990,4702855608877
2934,24dec6e326f0,5805,-93,Welcome_KAIST,1573436763990,4702855608871
2935,20a6cd24b902,2472,-96,Welcome_1st_KAIST,1573436763990,4702855608867
2936,d8c7c8df0261,2472,-93,Welcome_KAIST,1573436763990,4702855608863
2937,d8c7c8df0260,2472,-88,eduroam,1573436763990,4702855608858
2938,88366cb3aabc,2447,-95,EureCar24G,1573436763990,4702855608855
2939,88366c877a80,2452,-93,C418,1573436763990,4702855608850
2940,d8c7c8de3aa2,2432,-91,Welcome_1st_KAIST,1573436763990,4702855608847
2941,d8c7c8de3aa1,2432,-93,Welcome_KAIST,1573436763990,4702855608844
2942,d8c7c8de3aa0,2432,-91,eduroam,1573436763990,4702855608839
2943,24dec6ec65b2,5240,-80,Welcome_1st_KAIST,1573436763990,4702855608835
2944,24dec6ec65b1,5240,-80,eduroam,1573436763990,4702855608833
2945,24dec6ec65b0,5240,-80,Welcome_KAIST,1573436763990,4702855608828
2946,909f3378432c,2417,-91,iptime_crane,1573436763990,4702855608820
2947,24dec6db2d01,2412,-84,eduroam,1573436763990,4702855608804
2948,d8c7c8de3b80,2472,-61,Welcome_KAIST,1573436766814,4702858446209
2949,d8c7c8de3b82,2472,-58,Welcome_1st_KAIST,1573436766814,4702858446206
2950,d8c7c8de3b81,2472,-58,eduroam,1573436766814,4702858446182
2951,d8c7c8def6b2,5805,-87,Welcome_1st_KAIST,1573436766814,4702858446179
2952,d8c7c8df22b2,5805,-79,Welcome_1st_KAIST,1573436766814,4702858446175
2953,d8c7c8df22b1,5805,-78,eduroam,1573436766814,4702858446172
2954,00246c5b7d3a,5785,-77,Welcome_1st_KAIST,1573436766814,4702858446170
2955,00246c5b7d39,5785,-73,eduroam,1573436766814,4702858446167
2956,00246c5b7d38,5785,-76,Welcome_KAIST,1573436766814,4702858446163
2957,24dec6e33392,5745,-58,Welcome_1st_KAIST,1573436766814,4702858446161
2958,24dec6e33391,5745,-58,eduroam,1573436766814,4702858446158
2959,24dec6e33390,5745,-57,Welcome_KAIST,1573436766814,4702858446155
2960,d8c7c8df1682,2472,-94,Welcome_1st_KAIST,1573436766814,4702858446153
2961,24dec6e33381,2452,-59,eduroam,1573436766814,4702858446150
2962,24dec6e33380,2452,-59,Welcome_KAIST,1573436766814,4702858446148
2963,24dec6e33382,2452,-59,Welcome_1st_KAIST,1573436766814,4702858446145
2964,24dec6db2d12,5240,-71,Welcome_1st_KAIST,1573436766814,4702858446142
2965,24dec6db2d11,5240,-71,eduroam,1573436766814,4702858446140
2966,24dec6db2d10,5240,-70,Welcome_KAIST,1573436766814,4702858446135
2967,d8c7c8df00d2,5200,-88,Welcome_1st_KAIST,1573436766814,4702858446132
2968,d8c7c8df00d1,5200,-91,Welcome_KAIST,1573436766814,4702858446130
2969,d8c7c8df00d0,5200,-88,eduroam,1573436766814,4702858446124
2970,d8c7c8de3b92,5180,-53,Welcome_1st_KAIST,1573436766814,4702858446122
2971,d8c7c8de3b91,5180,-53,eduroam,1573436766814,4702858446119
2972,d8c7c8de3b90,5180,-55,Welcome_KAIST,1573436766814,4702858446116
2973,24dec6ec65a2,2472,-96,Welcome_1st_KAIST,1573436766814,4702858446112
2974,d8c7c8df22b0,5805,-76,Welcome_KAIST,1573436766814,4702858446109
2975,d8c7c8df1681,2472,-97,Welcome_KAIST,1573436766814,4702858446104
2976,d8c7c8def992,5765,-74,Welcome_1st_KAIST,1573436766814,4702858446101
2977,d8c7c8def991,5765,-74,Welcome_KAIST,1573436766814,4702858446097
2978,d8c7c8def990,5765,-74,eduroam,1573436766814,4702858446092
2979,24dec6ec65a1,2472,-99,eduroam,1573436766814,4702858446086
2980,24dec6ec65a0,2472,-100,Welcome_KAIST,1573436766814,4702858446080
2981,00246c5b7d30,2452,-68,Welcome_KAIST,1573436766814,4702858446074
2982,0aaed66b0b11,2437,-87,AndroidHotspot6B_0B_11,1573436766814,4702858446070
2983,d8c7c8def6a2,2412,-83,Welcome_1st_KAIST,1573436766814,4702858446066
2984,d8c7c8def6a1,2412,-84,Welcome_KAIST,1573436766814,4702858446049
2985,d8c7c8df1682,2472,-94,Welcome_1st_KAIST,1573436769639,4702861280067
2986,d8c7c8df1681,2472,-93,Welcome_KAIST,1573436769639,4702861280065
2987,d8c7c8df1680,2472,-93,eduroam,1573436769639,4702861280060
2988,d8c7c8def6b2,5805,-83,Welcome_1st_KAIST,1573436769639,4702861280054
2989,d8c7c8def6b1,5805,-83,Welcome_KAIST,1573436769639,4702861280051
2990,d8c7c8def6b0,5805,-83,eduroam,1573436769639,4702861280047
2991,d8c7c8df22b2,5805,-74,Welcome_1st_KAIST,1573436769639,4702861280044
2992,d8c7c8df22b1,5805,-72,eduroam,1573436769639,4702861280040
2993,d8c7c8df22b0,5805,-72,Welcome_KAIST,1573436769639,4702861280037
2994,d8c7c8def992,5765,-74,Welcome_1st_KAIST,1573436769639,4702861280033
2995,24dec6e33392,5745,-64,Welcome_1st_KAIST,1573436769639,4702861280031
2996,24dec6e33391,5745,-62,eduroam,1573436769639,4702861280029
2997,24dec6e33390,5745,-62,Welcome_KAIST,1573436769639,4702861280025
2998,d8c7c8de3b82,2472,-54,Welcome_1st_KAIST,1573436769639,4702861280022
2999,d8c7c8de3b81,2472,-54,eduroam,1573436769639,4702861280018
3000,d8c7c8de3b80,2472,-54,Welcome_KAIST,1573436769639,4702861280016
3001,24dec6e33380,2452,-56,Welcome_KAIST,1573436769639,4702861280013
3002,24dec6e33381,2452,-58,eduroam,1573436769639,4702861280006
3003,00246c5b7d30,2452,-83,Welcome_KAIST,1573436769639,4702861280003
3004,24dec6e33382,2452,-59,Welcome_1st_KAIST,1573436769639,4702861280000
3005,0aaed66b0b11,2437,-76,AndroidHotspot6B_0B_11,1573436769639,4702861279998
3006,52770590c08a,2437,-78,doomdoom,1573436769639,4702861279994
3007,da0f993f5a6f,2437,-86,DIRECT-6f-HP M426 LaserJet,1573436769639,4702861279989
3008,24dec6ec65b1,5240,-91,eduroam,1573436769639,4702861279987
3009,24dec6ec65b0,5240,-91,Welcome_KAIST,1573436769639,4702861279984
3010,24dec6db2d12,5240,-74,Welcome_1st_KAIST,1573436769639,4702861279981
3011,24dec6db2d11,5240,-74,eduroam,1573436769639,4702861279979
3012,24dec6db2d10,5240,-76,Welcome_KAIST,1573436769639,4702861279973
3013,24dec6db2d01,2412,-70,eduroam,1573436769639,4702861279971
3014,d8c7c8df00d2,5200,-86,Welcome_1st_KAIST,1573436769639,4702861279967
3015,d8c7c8df00d1,5200,-87,Welcome_KAIST,1573436769639,4702861279964
3016,d8c7c8def6a1,2412,-68,Welcome_KAIST,1573436769639,4702861279962
3017,d8c7c8df00d0,5200,-91,eduroam,1573436769639,4702861279959
3018,d8c7c8def6a0,2412,-74,eduroam,1573436769639,4702861279953
3019,d8c7c8de3b92,5180,-48,Welcome_1st_KAIST,1573436769639,4702861279951
3020,d8c7c8de3b91,5180,-48,eduroam,1573436769639,4702861279948
3021,d8c7c8de3b90,5180,-47,Welcome_KAIST,1573436769639,4702861279944
3022,00246c5b7d3a,5785,-77,Welcome_1st_KAIST,1573436769639,4702861279941
3023,00246c5b7d39,5785,-73,eduroam,1573436769639,4702861279937
3024,00246c5b7d38,5785,-76,Welcome_KAIST,1573436769639,4702861279922
3025,d8c7c8df22b2,5805,-74,Welcome_1st_KAIST,1573436772477,4702864101405
3026,d8c7c8df22b1,5805,-75,eduroam,1573436772477,4702864101400
3027,d8c7c8df22b0,5805,-77,Welcome_KAIST,1573436772477,4702864101397
3028,d8c7c8def6b2,5805,-85,Welcome_1st_KAIST,1573436772477,4702864101394
3029,d8c7c8def6b1,5805,-86,Welcome_KAIST,1573436772477,4702864101388
3030,d8c7c8def6b0,5805,-85,eduroam,1573436772477,4702864101378
3031,d8c7c8df1680,2472,-91,eduroam,1573436772477,4702864101374
3032,00246c5b7d3a,5785,-84,Welcome_1st_KAIST,1573436772477,4702864101371
3033,00246c5b7d38,5785,-84,Welcome_KAIST,1573436772477,4702864101366
3034,88366c69e254,5765,-91,sdm5G,1573436772477,4702864101362
3035,d8c7c8def992,5765,-78,Welcome_1st_KAIST,1573436772477,4702864101357
3036,d8c7c8def991,5765,-77,Welcome_KAIST,1573436772477,4702864101354
3037,d8c7c8def990,5765,-78,eduroam,1573436772477,4702864101348
3038,24dec6e33392,5745,-58,Welcome_1st_KAIST,1573436772477,4702864101345
3039,24dec6e33391,5745,-56,eduroam,1573436772477,4702864101340
3040,24dec6e33390,5745,-58,Welcome_KAIST,1573436772477,4702864101334
3041,d8c7c8de3b82,2472,-60,Welcome_1st_KAIST,1573436772477,4702864101330
3042,d8c7c8de3b81,2472,-59,eduroam,1573436772477,4702864101326
3043,d8c7c8de3b80,2472,-60,Welcome_KAIST,1573436772477,4702864101323
3044,6cf37ff1ade2,2472,-95,Welcome_1st_KAIST,1573436772477,4702864101319
3045,6cf37ff1ade1,2472,-97,eduroam,1573436772477,4702864101314
3046,6cf37ff1ade0,2472,-99,Welcome_KAIST,1573436772477,4702864101307
3047,0aaed64e5f35,2462,-93,Galaxy,1573436772477,4702864101302
3048,24dec6e33382,2452,-53,Welcome_1st_KAIST,1573436772477,4702864101299
3049,24dec6e33381,2452,-55,eduroam,1573436772477,4702864101295
3050,24dec6e33380,2452,-55,Welcome_KAIST,1573436772477,4702864101292
3051,00246c5b7d30,2452,-79,Welcome_KAIST,1573436772477,4702864101287
3052,0aaed66b0b11,2437,-77,AndroidHotspot6B_0B_11,1573436772477,4702864101283
3053,52770590c08a,2437,-84,doomdoom,1573436772477,4702864101279
3054,24dec6db2d12,5240,-58,Welcome_1st_KAIST,1573436772477,4702864101275
3055,24dec6db2d11,5240,-58,eduroam,1573436772477,4702864101272
3056,24dec6db2d10,5240,-59,Welcome_KAIST,1573436772477,4702864101269
3057,24dec6db2d01,2412,-73,eduroam,1573436772477,4702864101265
3058,d8c7c8df00d2,5200,-81,Welcome_1st_KAIST,1573436772477,4702864101261
3059,d8c7c8df00d1,5200,-81,Welcome_KAIST,1573436772477,4702864101257
3060,d8c7c8df00d0,5200,-81,eduroam,1573436772477,4702864101253
3061,d8c7c8de3b92,5180,-55,Welcome_1st_KAIST,1573436772477,4702864101250
3062,d8c7c8de3b91,5180,-56,eduroam,1573436772477,4702864101245
3063,d8c7c8de3b90,5180,-56,Welcome_KAIST,1573436772477,4702864101241
3064,d8c7c8df1682,2472,-94,Welcome_1st_KAIST,1573436772477,4702864101236
3065,d8c7c8df1681,2472,-93,Welcome_KAIST,1573436772477,4702864101230
3066,da0f993f5a6f,2437,-86,DIRECT-6f-HP M426 LaserJet,1573436772477,4702864101223
3067,24dec6ec65b1,5240,-91,eduroam,1573436772477,4702864101220
3068,24dec6ec65b0,5240,-91,Welcome_KAIST,1573436772477,4702864101212
3069,d8c7c8def6a1,2412,-68,Welcome_KAIST,1573436772477,4702864101204
3070,d8c7c8def6a0,2412,-74,eduroam,1573436772477,4702864101184
3071,d8c7c8df22b2,5805,-78,Welcome_1st_KAIST,1573436775295,4702866925576
3072,d8c7c8df22b1,5805,-76,eduroam,1573436775295,4702866925573
3073,d8c7c8df22b0,5805,-76,Welcome_KAIST,1573436775295,4702866925571
3074,909f3378432e,5785,-92,iptime_crane5G,1573436775295,4702866925568
3075,00246c5b7d3a,5785,-82,Welcome_1st_KAIST,1573436775295,4702866925566
3076,00246c5b7d39,5785,-83,eduroam,1573436775295,4702866925563
3077,00246c5b7d38,5785,-84,Welcome_KAIST,1573436775295,4702866925560
3078,d8c7c8def992,5765,-74,Welcome_1st_KAIST,1573436775295,4702866925557
3079,d8c7c8def991,5765,-74,Welcome_KAIST,1573436775295,4702866925555
3080,d8c7c8def990,5765,-74,eduroam,1573436775295,4702866925551
3081,909f33654b30,5745,-76,kse1222-5G,1573436775295,4702866925548
3082,24dec6e33392,5745,-51,Welcome_1st_KAIST,1573436775295,4702866925546
3083,24dec6e33391,5745,-54,eduroam,1573436775295,4702866925543
3084,24dec6e33390,5745,-51,Welcome_KAIST,1573436775295,4702866925540
3085,d8c7c8de3b82,2472,-68,Welcome_1st_KAIST,1573436775295,4702866925538
3086,d8c7c8de3b81,2472,-68,eduroam,1573436775295,4702866925534
3087,d8c7c8de3b80,2472,-73,Welcome_KAIST,1573436775295,4702866925532
3088,24dec6e33381,2452,-53,eduroam,1573436775295,4702866925528
3089,24dec6e33380,2452,-54,Welcome_KAIST,1573436775295,4702866925521
3090,00246c5b7d30,2452,-84,Welcome_KAIST,1573436775295,4702866925520
3091,24dec6e33382,2452,-52,Welcome_1st_KAIST,1573436775295,4702866925517
3092,52770590c08a,2437,-83,doomdoom,1573436775295,4702866925512
3093,0aaed66b0b11,2437,-80,AndroidHotspot6B_0B_11,1573436775295,4702866925509
3094,24dec6db2d12,5240,-70,Welcome_1st_KAIST,1573436775295,4702866925504
3095,24dec6db2d11,5240,-68,eduroam,1573436775295,4702866925502
3096,24dec6db2d10,5240,-70,Welcome_KAIST,1573436775295,4702866925498
3097,9aaed33f022f,2412,-78,DIRECT-pj-9EAED33F022F,1573436775295,4702866925494
3098,909f3378432c,2417,-74,iptime_crane,1573436775295,4702866925488
3099,d8c7c8de3b92,5180,-69,Welcome_1st_KAIST,1573436775295,4702866925486
3100,d8c7c8de3b91,5180,-69,eduroam,1573436775295,4702866925483
3101,d8c7c8de3b90,5180,-68,Welcome_KAIST,1573436775295,4702866925481
3102,d8c7c8df1682,2472,-91,Welcome_1st_KAIST,1573436775295,4702866925477
3103,d8c7c8df0532,5805,-91,Welcome_1st_KAIST,1573436775295,4702866925473
3104,d8c7c8df0531,5805,-93,Welcome_KAIST,1573436775295,4702866925469
3105,d8c7c8df0530,5805,-93,eduroam,1573436775295,4702866925466
3106,d8c7c8def6b2,5805,-85,Welcome_1st_KAIST,1573436775295,4702866925461
3107,d8c7c8def6b1,5805,-85,Welcome_KAIST,1573436775295,4702866925458
3108,64e59910b96c,2472,-88,simlab,1573436775295,4702866925456
3109,d8c7c8def6b0,5805,-86,eduroam,1573436775295,4702866925451
3110,0aaed64e5f35,2462,-88,Galaxy,1573436775295,4702866925447
3111,00246c5b7d32,2452,-95,Welcome_1st_KAIST,1573436775295,4702866925442
3112,d8c7c8df00d2,5200,-81,Welcome_1st_KAIST,1573436775295,4702866925437
3113,24dec6db2d02,2412,-56,Welcome_1st_KAIST,1573436775295,4702866925433
3114,d8c7c8df00d1,5200,-80,Welcome_KAIST,1573436775295,4702866925430
3115,d8c7c8df00d0,5200,-81,eduroam,1573436775295,4702866925426
3116,24dec6db2d01,2412,-55,eduroam,1573436775295,4702866925423
3117,24dec6db2d00,2412,-56,Welcome_KAIST,1573436775295,4702866925418
3118,d8c7c8df1680,2472,-91,eduroam,1573436775295,4702866925414
3119,88366c69e254,5765,-91,sdm5G,1573436775295,4702866925406
3120,6cf37ff1ade2,2472,-95,Welcome_1st_KAIST,1573436775295,4702866925400
3121,6cf37ff1ade1,2472,-97,eduroam,1573436775295,4702866925397
3122,6cf37ff1ade0,2472,-99,Welcome_KAIST,1573436775295,4702866925375
3123,d8c7c8df1681,2472,-93,Welcome_KAIST,1573436775295,4702865614323
3124,da0f993f5a6f,2437,-86,DIRECT-6f-HP M426 LaserJet,1573436775295,4702865614315
3125,24dec6ec65b1,5240,-91,eduroam,1573436775295,4702865614312
3126,24dec6ec65b0,5240,-91,Welcome_KAIST,1573436775295,4702865614292
3127,d8c7c8df22b0,5805,-75,Welcome_KAIST,1573436778132,4702869767972
3128,d8c7c8df22b2,5805,-75,Welcome_1st_KAIST,1573436778132,4702869767970
3129,d8c7c8df22b1,5805,-74,eduroam,1573436778132,4702869767967
3130,d8c7c8def6b2,5805,-80,Welcome_1st_KAIST,1573436778132,4702869767964
3131,d8c7c8de3b82,2472,-68,Welcome_1st_KAIST,1573436778132,4702869767962
3132,d8c7c8def6b1,5805,-81,Welcome_KAIST,1573436778132,4702869767960
3133,d8c7c8def6b0,5805,-79,eduroam,1573436778132,4702869767957
3134,d8c7c8de3b81,2472,-69,eduroam,1573436778132,4702869767954
3135,d8c7c8de3b80,2472,-69,Welcome_KAIST,1573436778132,4702869767951
3136,00246c5b7d3a,5785,-84,Welcome_1st_KAIST,1573436778132,4702869767949
3137,00246c5b7d39,5785,-84,eduroam,1573436778132,4702869767946
3138,00246c5b7d38,5785,-88,Welcome_KAIST,1573436778132,4702869767944
3139,909f3378432e,5785,-74,iptime_crane5G,1573436778132,4702869767941
3140,d8c7c8df1681,2472,-86,Welcome_KAIST,1573436778132,4702869767938
3141,d8c7c8def992,5765,-75,Welcome_1st_KAIST,1573436778132,4702869767936
3142,d8c7c8def991,5765,-74,Welcome_KAIST,1573436778132,4702869767934
3143,d8c7c8def990,5765,-74,eduroam,1573436778132,4702869767930
3144,24dec6e33392,5745,-55,Welcome_1st_KAIST,1573436778132,4702869767928
3145,24dec6e33391,5745,-55,eduroam,1573436778132,4702869767925
3146,24dec6e33390,5745,-57,Welcome_KAIST,1573436778132,4702869767922
3147,909f33654b30,5745,-76,kse1222-5G,1573436778132,4702869767919
3148,24dec6e33382,2452,-55,Welcome_1st_KAIST,1573436778132,4702869767917
3149,24dec6e33381,2452,-55,eduroam,1573436778132,4702869767913
3150,24dec6e33380,2452,-55,Welcome_KAIST,1573436778132,4702869767911
3151,00246c5b7d32,2452,-86,Welcome_1st_KAIST,1573436778132,4702869767908
3152,52770590c08a,2437,-86,doomdoom,1573436778132,4702869767905
3153,da0f993f5a6f,2437,-95,DIRECT-6f-HP M426 LaserJet,1573436778132,4702869767903
3154,24dec6db2d12,5240,-62,Welcome_1st_KAIST,1573436778132,4702869767900
3155,24dec6db2d11,5240,-61,eduroam,1573436778132,4702869767898
3156,24dec6db2d10,5240,-60,Welcome_KAIST,1573436778132,4702869767894
3157,d8c7c8def6a2,2412,-64,Welcome_1st_KAIST,1573436778132,4702869767892
3158,d8c7c8def6a1,2412,-64,Welcome_KAIST,1573436778132,4702869767888
3159,d8c7c8def6a0,2412,-62,eduroam,1573436778132,4702869767886
3160,909f33664b30,2412,-67,kse1222,1573436778132,4702869767883
3161,d8c7c8de3b92,5180,-63,Welcome_1st_KAIST,1573436778132,4702869767881
3162,d8c7c8de3b91,5180,-63,eduroam,1573436778132,4702869767878
3163,d8c7c8de3b90,5180,-64,Welcome_KAIST,1573436778132,4702869767875
3164,00246c5b7d30,2452,-84,Welcome_KAIST,1573436778132,4702869767872
3165,0aaed66b0b11,2437,-80,AndroidHotspot6B_0B_11,1573436778132,4702869767870
3166,9aaed33f022f,2412,-78,DIRECT-pj-9EAED33F022F,1573436778132,4702869767866
3167,909f3378432c,2417,-74,iptime_crane,1573436778132,4702869767862
3168,d8c7c8df1682,2472,-91,Welcome_1st_KAIST,1573436778132,4702869767858
3169,d8c7c8df0532,5805,-91,Welcome_1st_KAIST,1573436778132,4702869767856
3170,d8c7c8df0531,5805,-93,Welcome_KAIST,1573436778132,4702869767853
3171,d8c7c8df0530,5805,-93,eduroam,1573436778132,4702869767847
3172,64e59910b96c,2472,-88,simlab,1573436778132,4702869767842
3173,0aaed64e5f35,2462,-88,Galaxy,1573436778132,4702869767839
3174,d8c7c8df00d2,5200,-81,Welcome_1st_KAIST,1573436778132,4702869767835
3175,24dec6db2d02,2412,-56,Welcome_1st_KAIST,1573436778132,4702869767831
3176,d8c7c8df00d1,5200,-80,Welcome_KAIST,1573436778132,4702869767828
3177,d8c7c8df00d0,5200,-81,eduroam,1573436778132,4702869767822
3178,24dec6db2d01,2412,-55,eduroam,1573436778132,4702869767818
3179,24dec6db2d00,2412,-56,Welcome_KAIST,1573436778132,4702869767804
3180,d8c7c8df0531,5805,-94,Welcome_KAIST,1573436780955,4702872566546
3181,d8c7c8df0530,5805,-96,eduroam,1573436780955,4702872566542
3182,d8c7c8def6b2,5805,-86,Welcome_1st_KAIST,1573436780955,4702872566536
3183,d8c7c8def6b1,5805,-88,Welcome_KAIST,1573436780955,4702872566532
3184,d8c7c8def6b0,5805,-92,eduroam,1573436780955,4702872566527
3185,d8c7c8df22b2,5805,-86,Welcome_1st_KAIST,1573436780955,4702872566522
3186,d8c7c8df22b1,5805,-82,eduroam,1573436780955,4702872566517
3187,d8c7c8df22b0,5805,-82,Welcome_KAIST,1573436780955,4702872566513
3188,00246c5b7d3a,5785,-84,Welcome_1st_KAIST,1573436780955,4702872566508
3189,00246c5b7d39,5785,-83,eduroam,1573436780955,4702872566504
3190,00246c5b7d38,5785,-83,Welcome_KAIST,1573436780955,4702872566498
3191,d8c7c8def992,5765,-73,Welcome_1st_KAIST,1573436780955,4702872566493
3192,d8c7c8def991,5765,-71,Welcome_KAIST,1573436780955,4702872566489
3193,d8c7c8def990,5765,-71,eduroam,1573436780955,4702872566484
3194,909f33654b30,5745,-76,kse1222-5G,1573436780955,4702872566479
3195,24dec6e33392,5745,-53,Welcome_1st_KAIST,1573436780955,4702872566474
3196,24dec6e33391,5745,-55,eduroam,1573436780955,4702872566470
3197,24dec6e33390,5745,-54,Welcome_KAIST,1573436780955,4702872566465
3198,24dec6e33382,2452,-50,Welcome_1st_KAIST,1573436780955,4702872566461
3199,24dec6e33381,2452,-49,eduroam,1573436780955,4702872566456
3200,24dec6e33380,2452,-50,Welcome_KAIST,1573436780955,4702872566452
3201,00246c5b7d32,2452,-81,Welcome_1st_KAIST,1573436780955,4702872566448
3202,00246c5b7d31,2452,-88,eduroam,1573436780955,4702872566443
3203,00246c5b7d30,2452,-82,Welcome_KAIST,1573436780955,4702872566438
3204,0aaed66b0b11,2437,-83,AndroidHotspot6B_0B_11,1573436780955,4702872566434
3205,52770590c08a,2437,-95,doomdoom,1573436780955,4702872566430
3206,24dec6db2d12,5240,-61,Welcome_1st_KAIST,1573436780955,4702872566424
3207,24dec6db2d11,5240,-61,eduroam,1573436780955,4702872566421
3208,24dec6db2d10,5240,-61,Welcome_KAIST,1573436780955,4702872566416
3209,d8c7c8def6a2,2412,-65,Welcome_1st_KAIST,1573436780955,4702872566411
3210,d8c7c8def6a1,2412,-65,Welcome_KAIST,1573436780955,4702872566408
3211,d8c7c8def6a0,2412,-67,eduroam,1573436780955,4702872566405
3212,d8c7c8df03a0,2412,-94,eduroam,1573436780955,4702872566396
3213,d8c7c8df00d2,5200,-87,Welcome_1st_KAIST,1573436780955,4702872566392
3214,d8c7c8df00d1,5200,-84,Welcome_KAIST,1573436780955,4702872566388
3215,d8c7c8df00d0,5200,-86,eduroam,1573436780955,4702872566382
3216,24dec6db2d01,2412,-74,eduroam,1573436780955,4702872566378
3217,909f33664b30,2412,-71,kse1222,1573436780955,4702872566372
3218,d8c7c8de3b92,5180,-56,Welcome_1st_KAIST,1573436780955,4702872566369
3219,d8c7c8de3b91,5180,-56,eduroam,1573436780955,4702872566364
3220,d8c7c8de3b90,5180,-55,Welcome_KAIST,1573436780955,4702872566358
3221,d8c7c8de3b82,2472,-68,Welcome_1st_KAIST,1573436780955,4702872566355
3222,d8c7c8de3b81,2472,-69,eduroam,1573436780955,4702872566348
3223,d8c7c8de3b80,2472,-69,Welcome_KAIST,1573436780955,4702872566345
3224,909f3378432e,5785,-74,iptime_crane5G,1573436780955,4702872566335
3225,d8c7c8df1681,2472,-86,Welcome_KAIST,1573436780955,4702872566325
3226,da0f993f5a6f,2437,-95,DIRECT-6f-HP M426 LaserJet,1573436780955,4702872566308
3227,d8c7c8df22b2,5805,-85,Welcome_1st_KAIST,1573436783816,4702875413861
3228,d8c7c8df22b1,5805,-86,eduroam,1573436783816,4702875413856
3229,d8c7c8df22b0,5805,-85,Welcome_KAIST,1573436783816,4702875413852
3230,909f3378432e,5785,-88,iptime_crane5G,1573436783816,4702875413847
3231,d8c7c8def992,5765,-65,Welcome_1st_KAIST,1573436783816,4702875413843
3232,d8c7c8def991,5765,-67,Welcome_KAIST,1573436783816,4702875413838
3233,24dec6e33392,5745,-61,Welcome_1st_KAIST,1573436783816,4702875413834
3234,24dec6e33391,5745,-61,eduroam,1573436783816,4702875413829
3235,24dec6e33390,5745,-61,Welcome_KAIST,1573436783816,4702875413825
3236,24dec6e33382,2452,-59,Welcome_1st_KAIST,1573436783816,4702875413821
3237,24dec6e33381,2452,-58,eduroam,1573436783816,4702875413815
