timeMillis,timeNanos,value
1574385288387,1292308069722734,1023.63184
1574385288466,1292308149722734,1023.62646
1574385288546,1292308229722734,1023.6553
1574385288626,1292308309722734,1023.64795
1574385288706,1292308389722734,1023.6538
1574385288786,1292308469722734,1023.6338
1574385288865,1292308549722734,1023.6426
1574385288946,1292308629722734,1023.625
1574385289026,1292308709722734,1023.6284
1574385289106,1292308789722734,1023.63477
1574385289186,1292308869722734,1023.6426
1574385289267,1292308949722734,1023.645
1574385289347,1292309029722734,1023.6494
1574385289426,1292309109722734,1023.6299
1574385289506,1292309189722734,1023.6123
1574385289586,1292309269722734,1023.61035
1574385289666,1292309349722734,1023.62305
1574385289745,1292309429722734,1023.6533
1574385289844,1292309509722734,1023.6719
1574385289906,1292309589722734,1023.6797
1574385289986,1292309669722734,1023.6494
1574385290065,1292309749722734,1023.6196
1574385290145,1292309829722734,1023.60547
1574385290226,1292309909722734,1023.60645
1574385290307,1292309989722734,1023.6362
1574385290440,1292310069722734,1023.6665
1574385290466,1292310149722734,1023.6782
1574385290546,1292310229722734,1023.66016
1574385290626,1292310309722734,1023.6304
1574385290705,1292310389722734,1023.6167
1574385290786,1292310469722734,1023.60693
1574385290865,1292310549722734,1023.60693
1574385290947,1292310629722734,1023.6367
1574385291025,1292310709722734,1023.667
1574385291105,1292310789722734,1023.67285
1574385291186,1292310869722734,1023.6465
1574385291265,1292310949722734,1023.6167
1574385291345,1292311029722734,1023.59863
1574385291425,1292311109722734,1023.6079
1574385291505,1292311189722734,1023.6377
1574385291586,1292311269722734,1023.66797
1574385291665,1292311349722734,1023.6919
1574385291745,1292311429722734,1023.6621
1574385291841,1292311509722734,1023.63184
1574385291906,1292311589722734,1023.6128
1574385291986,1292311669722734,1023.6328
1574385292065,1292311749722734,1023.63916
1574385292146,1292311829722734,1023.66113
1574385292226,1292311909722734,1023.66504
1574385292306,1292311989722734,1023.6914
1574385292386,1292312069722734,1023.6914
1574385292466,1292312149722734,1023.68164
1574385292546,1292312229722734,1023.65137
1574385292626,1292312309722734,1023.6367
1574385292706,1292312389722734,1023.6367
1574385292786,1292312469722734,1023.6367
1574385292865,1292312549722734,1023.6128
1574385292953,1292312629722734,1023.6162
1574385293026,1292312709722734,1023.6118
1574385293106,1292312789722734,1023.5967
1574385293186,1292312869722734,1023.5952
1574385293266,1292312949722734,1023.58887
1574385293347,1292313029722734,1023.604
1574385293426,1292313109722734,1023.6035
1574385293506,1292313189722734,1023.6284
1574385293586,1292313269722734,1023.63574
1574385293666,1292313349722734,1023.61426
1574385293746,1292313429722734,1023.59814
1574385293841,1292313509722734,1023.59863
1574385293906,1292313589722734,1023.5864
1574385293986,1292313669722734,1023.5762
1574385294065,1292313749722734,1023.5669
1574385294146,1292313829722734,1023.5576
1574385294225,1292313909722734,1023.55225
1574385294306,1292313989722734,1023.55176
1574385294387,1292314069722734,1023.5425
1574385294466,1292314149722734,1023.52246
1574385294545,1292314229722734,1023.5244
1574385294626,1292314309722734,1023.54785
1574385294753,1292314389722734,1023.5376
1574385294785,1292314469722734,1023.5303
1574385294865,1292314549722734,1023.52637
1574385294947,1292314629722734,1023.5244
1574385295026,1292314709722734,1023.53076
1574385295105,1292314789722734,1023.5449
1574385295185,1292314869722734,1023.5591
1574385295265,1292314949722734,1023.5615
1574385295345,1292315029722734,1023.5669
1574385295425,1292315109722734,1023.5366
1574385295506,1292315189722734,1023.51416
1574385295585,1292315269722734,1023.5112
1574385295665,1292315349722734,1023.52783
1574385295745,1292315429722734,1023.5581
1574385295828,1292315509722734,1023.5488
1574385295906,1292315589722734,1023.55615
1574385295986,1292315669722734,1023.5327
1574385296066,1292315749722734,1023.52246
1574385296147,1292315829722734,1023.52637
1574385296226,1292315909722734,1023.5176
1574385296306,1292315989722734,1023.5288
1574385296386,1292316069722734,1023.5591
1574385296466,1292316149722734,1023.56836
1574385296545,1292316229722734,1023.5537
1574385296626,1292316309722734,1023.5376
1574385296706,1292316389722734,1023.5293
1574385296786,1292316469722734,1023.5117
1574385296866,1292316549722734,1023.5303
1574385296947,1292316629722734,1023.56006
1574385297026,1292316709722734,1023.59033
1574385297106,1292316789722734,1023.6201
1574385297187,1292316869722734,1023.605
1574385297267,1292316949722734,1023.5752
1574385297346,1292317029722734,1023.5449
1574385297426,1292317109722734,1023.5303
1574385297506,1292317189722734,1023.5303
1574385297585,1292317269722734,1023.5327
1574385297666,1292317349722734,1023.5532
1574385297746,1292317429722734,1023.5449
1574385297829,1292317509722734,1023.53613
1574385297907,1292317589722734,1023.5127
1574385297985,1292317669722734,1023.5137
1574385298065,1292317749722734,1023.5156
1574385298145,1292317829722734,1023.5239
1574385298225,1292317909722734,1023.51807
1574385298306,1292317989722734,1023.5127
1574385298385,1292318069722734,1023.5205
1574385298465,1292318149722734,1023.51025
1574385298545,1292318229722734,1023.5088
1574385298625,1292318309722734,1023.501
1574385298705,1292318389722734,1023.50244
1574385298786,1292318469722734,1023.499
1574385298865,1292318549722734,1023.49756
1574385298949,1292318629722734,1023.48975
1574385299097,1292318709722734,1023.4927
1574385299106,1292318789722734,1023.50146
1574385299186,1292318869722734,1023.5215
1574385299265,1292318949722734,1023.5342
1574385299346,1292319029722734,1023.522
1574385299425,1292319109722734,1023.5093
1574385299505,1292319189722734,1023.4951
1574385299585,1292319269722734,1023.49023
1574385299666,1292319349722734,1023.5093
1574385299745,1292319429722734,1023.522
1574385299830,1292319509722734,1023.5166
1574385299906,1292319589722734,1023.52783
1574385299987,1292319669722734,1023.5083
1574385300065,1292319749722734,1023.4839
1574385300146,1292319829722734,1023.4795
1574385300227,1292319909722734,1023.48145
1574385300306,1292319989722734,1023.50244
1574385300386,1292320069722734,1023.52783
1574385300466,1292320149722734,1023.5332
1574385300545,1292320229722734,1023.5288
1574385300626,1292320309722734,1023.5049
1574385300705,1292320389722734,1023.5132
1574385300786,1292320469722734,1023.4829
1574385300866,1292320549722734,1023.49023
1574385300946,1292320629722734,1023.5156
1574385301026,1292320709722734,1023.51416
1574385301106,1292320789722734,1023.5376
1574385301186,1292320869722734,1023.5112
1574385301267,1292320949722734,1023.5171
1574385301347,1292321029722734,1023.50586
1574385301426,1292321109722734,1023.5073
1574385301506,1292321189722734,1023.5293
1574385301586,1292321269722734,1023.5327
1574385301666,1292321349722734,1023.5405
1574385301746,1292321429722734,1023.5127
1574385301848,1292321509722734,1023.5054
1574385301905,1292321589722734,1023.4829
1574385301987,1292321669722734,1023.49756
1574385302065,1292321749722734,1023.5005
1574385302146,1292321829722734,1023.5205
1574385302225,1292321909722734,1023.5327
1574385302305,1292321989722734,1023.51807
1574385302385,1292322069722734,1023.50635
1574385302466,1292322149722734,1023.49805
1574385302546,1292322229722734,1023.5
1574385302625,1292322309722734,1023.4956
1574385302705,1292322389722734,1023.5093
1574385302786,1292322469722734,1023.5381
1574385302866,1292322549722734,1023.5449
1574385302945,1292322629722734,1023.52344
1574385303025,1292322709722734,1023.50586
1574385303105,1292322789722734,1023.48535
1574385303186,1292322869722734,1023.4927
1574385303265,1292322949722734,1023.5215
1574385303345,1292323029722734,1023.51074
1574385303492,1292323109722734,1023.53955
1574385303506,1292323189722734,1023.5166
1574385303586,1292323269722734,1023.5127
1574385303665,1292323349722734,1023.522
1574385303746,1292323429722734,1023.5039
1574385303829,1292323509722734,1023.522
1574385303907,1292323589722734,1023.5386
1574385303985,1292323669722734,1023.55273
1574385304065,1292323749722734,1023.54785
1574385304146,1292323829722734,1023.5259
1574385304226,1292323909722734,1023.50195
1574385304306,1292323989722734,1023.49756
1574385304386,1292324069722734,1023.5239
1574385304467,1292324149722734,1023.5405
1574385304545,1292324229722734,1023.562
1574385304626,1292324309722734,1023.5322
1574385304706,1292324389722734,1023.51855
1574385304787,1292324469722734,1023.5166
1574385304865,1292324549722734,1023.51953
1574385304948,1292324629722734,1023.522
1574385305025,1292324709722734,1023.5454
1574385305106,1292324789722734,1023.5537
1574385305186,1292324869722734,1023.5576
1574385305267,1292324949722734,1023.52734
1574385305346,1292325029722734,1023.50684
1574385305426,1292325109722734,1023.4888
1574385305506,1292325189722734,1023.49805
1574385305587,1292325269722734,1023.5283
1574385305666,1292325349722734,1023.53125
1574385305745,1292325429722734,1023.5415
1574385305865,1292325509722734,1023.5112
1574385305906,1292325589722734,1023.5298
1574385305986,1292325669722734,1023.53174
1574385306067,1292325749722734,1023.5244
1574385306148,1292325829722734,1023.54297
1574385306226,1292325909722734,1023.5532
1574385306305,1292325989722734,1023.5581
1574385306386,1292326069722734,1023.5322
1574385306465,1292326149722734,1023.51074
1574385306545,1292326229722734,1023.501
1574385306625,1292326309722734,1023.5044
1574385306706,1292326389722734,1023.5117
1574385306785,1292326469722734,1023.52637
1574385306865,1292326549722734,1023.51807
1574385306946,1292326629722734,1023.5386
1574385307025,1292326709722734,1023.51953
1574385307105,1292326789722734,1023.521
1574385307185,1292326869722734,1023.5161
1574385307265,1292326949722734,1023.5283
1574385307346,1292327029722734,1023.5493
1574385307425,1292327109722734,1023.5542
1574385307505,1292327189722734,1023.5679
1574385307585,1292327269722734,1023.53955
1574385307665,1292327349722734,1023.5137
