timeMillis,timeNanos,value
1574820326886,56239600168866,1023.2949
1574820326966,56239680168866,1023.291
1574820327046,56239760168866,1023.2954
1574820327127,56239840170429,1023.3042
1574820327206,56239920168866,1023.30615
1574820327286,56240000168866,1023.2969
1574820327366,56240080170429,1023.30176
1574820327446,56240160170429,1023.3052
1574820327527,56240240168866,1023.2998
1574820327606,56240320168866,1023.29736
1574820327686,56240400168866,1023.3008
1574820327766,56240480168866,1023.2964
1574820327846,56240560168866,1023.28955
1574820327926,56240640168866,1023.28906
1574820328008,56240720168866,1023.2832
1574820328086,56240800168866,1023.27686
1574820328166,56240880168866,1023.2837
1574820328246,56240960168866,1023.292
1574820328326,56241040170429,1023.291
1574820328409,56241120168866,1023.28955
1574820328486,56241200170429,1023.30615
1574820328566,56241280168866,1023.3032
1574820328646,56241360168866,1023.2993
1574820328726,56241440168866,1023.29736
1574820328807,56241520168866,1023.29004
1574820328886,56241600168866,1023.2905
1574820328966,56241680168866,1023.292
1574820329046,56241760168866,1023.28564
1574820329126,56241840168866,1023.29834
1574820329206,56241920168866,1023.2905
1574820329289,56242000168866,1023.2988
1574820329366,56242080168866,1023.3052
1574820329446,56242160168866,1023.3037
1574820329526,56242240168866,1023.3042
1574820329606,56242320168866,1023.29834
1574820329686,56242400168866,1023.29736
1574820329766,56242480168866,1023.30176
1574820329846,56242560168866,1023.2959
1574820329926,56242640168866,1023.3008
1574820330006,56242720168866,1023.29736
1574820330086,56242800168866,1023.2915
1574820330166,56242880168866,1023.2822
1574820330246,56242960168866,1023.28467
1574820330326,56243040168866,1023.29346
1574820330406,56243120168866,1023.2925
1574820330486,56243200168866,1023.30615
1574820330567,56243280168866,1023.29834
1574820330646,56243360168866,1023.29346
1574820330726,56243440168866,1023.2925
1574820330806,56243520168866,1023.2837
