,timeMillis,timeNanos,value
3960,1573436891679,4702983346724916,1006.2876
3961,1573436891759,4702983426724916,1006.2573
3962,1573436891839,4702983506724916,1006.26465
3963,1573436891919,4702983586724916,1006.27734
3964,1573436891999,4702983666724916,1006.29297
3965,1573436892079,4702983746724916,1006.2783
3966,1573436892159,4702983826724916,1006.2900400000001
3967,1573436892239,4702983906724916,1006.28906
3968,1573436892321,4702983986724916,1006.2803
3969,1573436892399,4702984066724916,1006.2719999999999
3970,1573436892479,4702984146724916,1006.2783
3971,1573436892560,4702984226726479,1006.2803
3972,1573436892640,4702984306724916,1006.28906
3973,1573436892719,4702984386724916,1006.2856400000001
3974,1573436892799,4702984466724916,1006.26025
3975,1573436892879,4702984546724916,1006.2588
3976,1573436892964,4702984626724916,1006.2715
3977,1573436893039,4702984706724916,1006.2783
3978,1573436893119,4702984786726479,1006.2886
3979,1573436893200,4702984866724916,1006.29834
3980,1573436893279,4702984946726479,1006.2856400000001
3981,1573436893359,4702985026726479,1006.2705
3982,1573436893440,4702985106724916,1006.2549
3983,1573436893519,4702985186724916,1006.2539
3984,1573436893599,4702985266724916,1006.26855
3985,1573436893679,4702985346724916,1006.2705
3986,1573436893759,4702985426724916,1006.26953
3987,1573436893839,4702985506724916,1006.2876
3988,1573436893919,4702985586724916,1006.2778300000001
3989,1573436893999,4702985666724916,1006.27
3990,1573436894079,4702985746724916,1006.2754
3991,1573436894159,4702985826724916,1006.2803
3992,1573436894239,4702985906724916,1006.2861300000001
3993,1573436894319,4702985986724916,1006.2788
3994,1573436894399,4702986066724916,1006.2768599999999
3995,1573436894479,4702986146724916,1006.2783
3996,1573436894559,4702986226724916,1006.2788
3997,1573436894639,4702986306724916,1006.26855
3998,1573436894719,4702986386724916,1006.2739
3999,1573436894799,4702986466724916,1006.2749
4000,1573436894879,4702986546724916,1006.29395
4001,1573436894960,4702986626724916,1006.28955
4002,1573436895039,4702986706724916,1006.2798
4003,1573436895119,4702986786724916,1006.2793
4004,1573436895199,4702986866726479,1006.2744
4005,1573436895279,4702986946724916,1006.28174
4006,1573436895359,4702987026724916,1006.29443
4007,1573436895439,4702987106724916,1006.28076
4008,1573436895519,4702987186724916,1006.28076
4009,1573436895599,4702987266724916,1006.2876
4010,1573436895679,4702987346724916,1006.2719999999999
4011,1573436895760,4702987426724916,1006.2705
4012,1573436895840,4702987506724916,1006.28125
4013,1573436895919,4702987586724916,1006.29443
4014,1573436895999,4702987666724916,1006.3100599999999
4015,1573436896079,4702987746724916,1006.2964
4016,1573436896159,4702987826726479,1006.2837
4017,1573436896239,4702987906724916,1006.2744
4018,1573436896319,4702987986724916,1006.2837
4019,1573436896399,4702988066724916,1006.2925
4020,1573436896479,4702988146724916,1006.2832
4021,1573436896559,4702988226724916,1006.28174
4022,1573436896641,4702988306724916,1006.2661
4023,1573436896719,4702988386724916,1006.2656
4024,1573436896799,4702988466724916,1006.27
4025,1573436896879,4702988546724916,1006.25684
4026,1573436896961,4702988626724916,1006.26074
4027,1573436897041,4702988706724916,1006.2719999999999
4028,1573436897129,4702988786726479,1006.2900400000001
4029,1573436897200,4702988866726479,1006.2822
4030,1573436897279,4702988946724916,1006.2724599999999
4031,1573436897359,4702989026724916,1006.2617
4032,1573436897439,4702989106724916,1006.2715
4033,1573436897520,4702989186724916,1006.2803
4034,1573436897599,4702989266724916,1006.2846699999999
4035,1573436897682,4702989346724916,1006.28174
4036,1573436897759,4702989426724916,1006.2676
4037,1573436897839,4702989506724916,1006.2554
4038,1573436897919,4702989586724916,1006.2471
4039,1573436897999,4702989666724916,1006.25195
4040,1573436898079,4702989746724916,1006.2549
4041,1573436898159,4702989826724916,1006.2724599999999
4042,1573436898240,4702989906726479,1006.2993
4043,1573436898319,4702989986724916,1006.2886
4044,1573436898399,4702990066724916,1006.26855
4045,1573436898479,4702990146724916,1006.25146
4046,1573436898559,4702990226724916,1006.27344
4047,1573436898639,4702990306724916,1006.2798
4048,1573436898719,4702990386724916,1006.2919999999999
4049,1573436898799,4702990466724916,1006.2954
4050,1573436898879,4702990546724916,1006.2778300000001
4051,1573436898959,4702990626724916,1006.27
4052,1573436899040,4702990706724916,1006.25635
4053,1573436899119,4702990786726479,1006.2573
4054,1573436899200,4702990866724916,1006.26807
4055,1573436899279,4702990946724916,1006.2871
4056,1573436899359,4702991026724916,1006.3100599999999
4057,1573436899440,4702991106724916,1006.30615
4058,1573436899519,4702991186724916,1006.2827
4059,1573436899599,4702991266724916,1006.28125
4060,1573436899679,4702991346724916,1006.2827
4061,1573436899759,4702991426726479,1006.2905
4062,1573436899839,4702991506724916,1006.29834
4063,1573436899921,4702991586724916,1006.3037
4064,1573436900001,4702991666724916,1006.2842
4065,1573436900079,4702991746724916,1006.2763699999999
4066,1573436900160,4702991826724916,1006.2715
4067,1573436900239,4702991906724916,1006.2759
4068,1573436900319,4702991986724916,1006.2768599999999
4069,1573436900399,4702992066724916,1006.291
4070,1573436900480,4702992146724916,1006.2871
4071,1573436900559,4702992226724916,1006.2754
4072,1573436900639,4702992306724916,1006.2676
4073,1573436900719,4702992386724916,1006.29443
4074,1573436900799,4702992466724916,1006.29785
4075,1573436900879,4702992546724916,1006.2949
4076,1573436900959,4702992626724916,1006.2886
4077,1573436901041,4702992706724916,1006.2768599999999
4078,1573436901128,4702992786726479,1006.2783
4079,1573436901203,4702992866724916,1006.2705
4080,1573436901279,4702992946726479,1006.2573
4081,1573436901359,4702993026724916,1006.2671
4082,1573436901440,4702993106724916,1006.2856400000001
4083,1573436901519,4702993186724916,1006.30615
4084,1573436901599,4702993266724916,1006.29297
4085,1573436901679,4702993346724916,1006.2632
4086,1573436901763,4702993426724916,1006.26074
4087,1573436901839,4702993506724916,1006.2622
4088,1573436901919,4702993586724916,1006.2710000000001
4089,1573436901999,4702993666724916,1006.2861300000001
4090,1573436902080,4702993746724916,1006.2905
4091,1573436902159,4702993826724916,1006.2617
4092,1573436902239,4702993906724916,1006.2759
4093,1573436902319,4702993986724916,1006.2788
4094,1573436902399,4702994066724916,1006.2866
4095,1573436902479,4702994146724916,1006.2866
4096,1573436902560,4702994226726479,1006.29785
4097,1573436902639,4702994306724916,1006.3174
4098,1573436902719,4702994386724916,1006.3237
4099,1573436902799,4702994466724916,1006.2949
4100,1573436902879,4702994546724916,1006.2710000000001
4101,1573436902959,4702994626724916,1006.27344
4102,1573436903039,4702994706724916,1006.28125
4103,1573436903119,4702994786726479,1006.2988
4104,1573436903199,4702994866724916,1006.3071
4105,1573436903279,4702994946724916,1006.2919999999999
4106,1573436903359,4702995026724916,1006.2886
4107,1573436903440,4702995106724916,1006.2881
4108,1573436903519,4702995186724916,1006.28076
4109,1573436903599,4702995266724916,1006.2763699999999
4110,1573436903679,4702995346724916,1006.28516
4111,1573436903759,4702995426724916,1006.3076
4112,1573436903840,4702995506724916,1006.29785
4113,1573436903919,4702995586724916,1006.28125
4114,1573436903999,4702995666724916,1006.2754
4115,1573436904079,4702995746724916,1006.2900400000001
4116,1573436904159,4702995826724916,1006.30176
4117,1573436904241,4702995906726479,1006.28955
4118,1573436904319,4702995986724916,1006.3096
4119,1573436904399,4702996066724916,1006.2959
4120,1573436904479,4702996146724916,1006.2788
4121,1573436904567,4702996226724916,1006.26904
4122,1573436904640,4702996306724916,1006.2749
4123,1573436904719,4702996386724916,1006.28125
4124,1573436904799,4702996466724916,1006.2998
4125,1573436904879,4702996546724916,1006.30225
4126,1573436904959,4702996626724916,1006.2783
4127,1573436905040,4702996706724916,1006.2793
4128,1573436905137,4702996786726479,1006.2754
4129,1573436905200,4702996866724916,1006.2778300000001
4130,1573436905279,4702996946726479,1006.29297
4131,1573436905359,4702997026724916,1006.2919999999999
4132,1573436905439,4702997106724916,1006.29297
4133,1573436905520,4702997186724916,1006.2754
4134,1573436905599,4702997266724916,1006.2588
4135,1573436905679,4702997346724916,1006.26465
4136,1573436905759,4702997426724916,1006.2749
4137,1573436905839,4702997506724916,1006.2842
4138,1573436905920,4702997586724916,1006.30225
4139,1573436905999,4702997666724916,1006.3149400000001
4140,1573436906079,4702997746724916,1006.29443
4141,1573436906159,4702997826724916,1006.27734
4142,1573436906240,4702997906724916,1006.2798
4143,1573436906319,4702997986724916,1006.2866
4144,1573436906399,4702998066724916,1006.2915
4145,1573436906479,4702998146724916,1006.3091
4146,1573436906559,4702998226724916,1006.2861300000001
4147,1573436906639,4702998306724916,1006.2871
4148,1573436906719,4702998386724916,1006.2837
4149,1573436906799,4702998466724916,1006.2827
4150,1573436906879,4702998546724916,1006.2754
4151,1573436906959,4702998626724916,1006.2861300000001
4152,1573436907039,4702998706724916,1006.3149400000001
4153,1573436907119,4702998786726479,1006.2949
4154,1573436907199,4702998866724916,1006.2651400000001
4155,1573436907279,4702998946724916,1006.2578
4156,1573436907359,4702999026724916,1006.2588
4157,1573436907439,4702999106724916,1006.2715
4158,1573436907519,4702999186724916,1006.28516
4159,1573436907599,4702999266724916,1006.2749
4160,1573436907679,4702999346724916,1006.2446
4161,1573436907760,4702999426724916,1006.2529
4162,1573436907839,4702999506724916,1006.25195
4163,1573436907919,4702999586724916,1006.2588
4164,1573436907999,4702999666724916,1006.2724599999999
4165,1573436908079,4702999746724916,1006.28955
4166,1573436908159,4702999826726479,1006.2905
4167,1573436908243,4702999906726479,1006.291
4168,1573436908319,4702999986726479,1006.2627
4169,1573436908399,4703000066724916,1006.2617
4170,1573436908480,4703000146724916,1006.26416
4171,1573436908559,4703000226724916,1006.2842
4172,1573436908639,4703000306724916,1006.2900400000001
4173,1573436908720,4703000386724916,1006.28906
4174,1573436908799,4703000466724916,1006.2749
4175,1573436908879,4703000546724916,1006.2617
4176,1573436908959,4703000626724916,1006.2573
4177,1573436909041,4703000706724916,1006.2637
4178,1573436909134,4703000786726479,1006.27295
4179,1573436909199,4703000866724916,1006.2842
4180,1573436909279,4703000946726479,1006.28076
4181,1573436909359,4703001026724916,1006.2710000000001
4182,1573436909440,4703001106724916,1006.2495
4183,1573436909520,4703001186724916,1006.2451
4184,1573436909600,4703001266724916,1006.2534
4185,1573436909679,4703001346724916,1006.2622
4186,1573436909759,4703001426724916,1006.26465
4187,1573436909839,4703001506724916,1006.2724599999999
4188,1573436909919,4703001586724916,1006.26025
4189,1573436909999,4703001666724916,1006.2583
4190,1573436910079,4703001746724916,1006.2529
4191,1573436910159,4703001826724916,1006.25146
4192,1573436910240,4703001906724916,1006.26904
4193,1573436910319,4703001986724916,1006.2754
4194,1573436910399,4703002066724916,1006.2905
4195,1573436910479,4703002146724916,1006.2778300000001
4196,1573436910561,4703002226724916,1006.25635
4197,1573436910640,4703002306724916,1006.2622
4198,1573436910720,4703002386724916,1006.2778300000001
4199,1573436910799,4703002466724916,1006.2671
4200,1573436910879,4703002546724916,1006.2803
4201,1573436910959,4703002626724916,1006.2861300000001
4202,1573436911039,4703002706724916,1006.2719999999999
4203,1573436911121,4703002786726479,1006.27
4204,1573436911199,4703002866724916,1006.2622
4205,1573436911279,4703002946724916,1006.2656
4206,1573436911359,4703003026724916,1006.2822
4207,1573436911439,4703003106724916,1006.2949
4208,1573436911519,4703003186724916,1006.2959
4209,1573436911599,4703003266724916,1006.2925
4210,1573436911679,4703003346724916,1006.27344
4211,1573436911759,4703003426724916,1006.26953
4212,1573436911839,4703003506724916,1006.291
4213,1573436911920,4703003586724916,1006.3149400000001
4214,1573436911999,4703003666724916,1006.3281
4215,1573436912079,4703003746724916,1006.33203
4216,1573436912160,4703003826724916,1006.3027300000001
4217,1573436912240,4703003906724916,1006.2803
4218,1573436912319,4703003986724916,1006.2719999999999
4219,1573436912399,4703004066724916,1006.28516
4220,1573436912479,4703004146724916,1006.3037
4221,1573436912562,4703004226724916,1006.31885
4222,1573436912640,4703004306724916,1006.3218
4223,1573436912719,4703004386724916,1006.3047
4224,1573436912799,4703004466724916,1006.2793
4225,1573436912880,4703004546724916,1006.2964
4226,1573436912959,4703004626724916,1006.3042
4227,1573436913039,4703004706724916,1006.3164
4228,1573436913142,4703004786726479,1006.33154
4229,1573436913203,4703004866724916,1006.3174
4230,1573436913279,4703004946724916,1006.3159
4231,1573436913359,4703005026726479,1006.29346
4232,1573436913439,4703005106724916,1006.26855
4233,1573436913520,4703005186724916,1006.2763699999999
4234,1573436913600,4703005266724916,1006.3052
4235,1573436913679,4703005346724916,1006.3091
4236,1573436913759,4703005426724916,1006.29395
4237,1573436913839,4703005506724916,1006.28076
4238,1573436913919,4703005586724916,1006.28174
4239,1573436913999,4703005666724916,1006.2998
4240,1573436914079,4703005746724916,1006.3213
4241,1573436914159,4703005826724916,1006.35156
4242,1573436914239,4703005906724916,1006.3589
4243,1573436914320,4703005986724916,1006.3286
4244,1573436914400,4703006066724916,1006.2988
4245,1573436914479,4703006146724916,1006.2881
4246,1573436914559,4703006226724916,1006.2876
4247,1573436914639,4703006306724916,1006.28516
4248,1573436914719,4703006386724916,1006.2988
4249,1573436914799,4703006466724916,1006.29443
4250,1573436914879,4703006546724916,1006.2837
4251,1573436914959,4703006626724916,1006.2925
4252,1573436915040,4703006706724916,1006.2783
4253,1573436915129,4703006786724916,1006.2754
4254,1573436915200,4703006866726479,1006.26807
4255,1573436915279,4703006946724916,1006.2837
4256,1573436915359,4703007026724916,1006.2915
4257,1573436915439,4703007106724916,1006.2998
4258,1573436915519,4703007186724916,1006.2949
4259,1573436915599,4703007266724916,1006.2739
4260,1573436915679,4703007346724916,1006.2539
4261,1573436915759,4703007426724916,1006.2612
4262,1573436915839,4703007506724916,1006.2637
4263,1573436915919,4703007586724916,1006.2719999999999
4264,1573436915999,4703007666724916,1006.27344
4265,1573436916080,4703007746724916,1006.2827
4266,1573436916159,4703007826724916,1006.2759
4267,1573436916239,4703007906724916,1006.26465
4268,1573436916320,4703007986724916,1006.26074
4269,1573436916399,4703008066724916,1006.2671
4270,1573436916480,4703008146724916,1006.2724599999999
4271,1573436916561,4703008226724916,1006.2866
4272,1573436916639,4703008306724916,1006.2973599999999
4273,1573436916719,4703008386724916,1006.2759
4274,1573436916799,4703008466724916,1006.2612
4275,1573436916880,4703008546724916,1006.2427
4276,1573436916959,4703008626724916,1006.2417
4277,1573436917039,4703008706724916,1006.2534
4278,1573436917138,4703008786726479,1006.28125
4279,1573436917200,4703008866726479,1006.28125
4280,1573436917281,4703008946726479,1006.26807
4281,1573436917359,4703009026724916,1006.2597699999999
4282,1573436917440,4703009106724916,1006.26855
4283,1573436917519,4703009186724916,1006.27344
4284,1573436917599,4703009266724916,1006.2842
4285,1573436917679,4703009346724916,1006.291
4286,1573436917759,4703009426724916,1006.2822
4287,1573436917842,4703009506724916,1006.2656
4288,1573436917919,4703009586724916,1006.25684
4289,1573436918000,4703009666724916,1006.25586
4290,1573436918079,4703009746724916,1006.26025
4291,1573436918159,4703009826724916,1006.2778300000001
4292,1573436918239,4703009906724916,1006.2842
4293,1573436918319,4703009986724916,1006.27295
4294,1573436918399,4703010066724916,1006.2578
4295,1573436918479,4703010146724916,1006.26025
4296,1573436918559,4703010226726479,1006.27
4297,1573436918639,4703010306724916,1006.2739
4298,1573436918719,4703010386726479,1006.2919999999999
4299,1573436918799,4703010466724916,1006.28174
4300,1573436918879,4703010546724916,1006.2622
4301,1573436918959,4703010626724916,1006.2529
4302,1573436919039,4703010706724916,1006.2661
4303,1573436919136,4703010786726479,1006.2837
4304,1573436919200,4703010866726479,1006.29785
4305,1573436919279,4703010946726479,1006.2959
4306,1573436919359,4703011026724916,1006.2919999999999
4307,1573436919439,4703011106726479,1006.28076
4308,1573436919519,4703011186724916,1006.2837
4309,1573436919599,4703011266724916,1006.2969
4310,1573436919679,4703011346726479,1006.3047
4311,1573436919759,4703011426724916,1006.3037
4312,1573436919840,4703011506724916,1006.30176
4313,1573436919919,4703011586724916,1006.28906
4314,1573436919999,4703011666724916,1006.2871
4315,1573436920080,4703011746724916,1006.27734
4316,1573436920160,4703011826724916,1006.2993
4317,1573436920239,4703011906724916,1006.28076
4318,1573436920319,4703011986724916,1006.291
4319,1573436920399,4703012066724916,1006.2919999999999
4320,1573436920480,4703012146724916,1006.29785
4321,1573436920560,4703012226724916,1006.30664
4322,1573436920640,4703012306724916,1006.3218
4323,1573436920719,4703012386724916,1006.3403300000001
4324,1573436920799,4703012466724916,1006.3345
4325,1573436920879,4703012546724916,1006.3418
4326,1573436920989,4703012626724916,1006.3281
4327,1573436921039,4703012706724916,1006.312
4328,1573436921142,4703012786724916,1006.312
4329,1573436921200,4703012866724916,1006.3179
4330,1573436921279,4703012946724916,1006.31836
4331,1573436921363,4703013026724916,1006.3208
4332,1573436921439,4703013106724916,1006.32324
4333,1573436921519,4703013186724916,1006.3081
4334,1573436921599,4703013266724916,1006.3179
4335,1573436921679,4703013346724916,1006.3379
4336,1573436921759,4703013426724916,1006.33545
4337,1573436921839,4703013506724916,1006.31445
4338,1573436921919,4703013586724916,1006.31445
4339,1573436921999,4703013666724916,1006.3447
4340,1573436922079,4703013746724916,1006.3388699999999
4341,1573436922159,4703013826726479,1006.34326
4342,1573436922239,4703013906724916,1006.3706
4343,1573436922319,4703013986726479,1006.3579
4344,1573436922399,4703014066724916,1006.3589
4345,1573436922479,4703014146724916,1006.35693
4346,1573436922559,4703014226724916,1006.33594
4347,1573436922640,4703014306724916,1006.3257
4348,1573436922719,4703014386724916,1006.3301
4349,1573436922799,4703014466724916,1006.3222699999999
4350,1573436922879,4703014546724916,1006.3330000000001
4351,1573436922959,4703014626724916,1006.3452
4352,1573436923039,4703014706724916,1006.3379
4353,1573436923133,4703014786724916,1006.3262
4354,1573436923199,4703014866724916,1006.33203
4355,1573436923279,4703014946726479,1006.33545
4356,1573436923359,4703015026724916,1006.3511
4357,1573436923440,4703015106724916,1006.3496
4358,1573436923520,4703015186724916,1006.33594
4359,1573436923599,4703015266724916,1006.32715
4360,1573436923679,4703015346724916,1006.33105
4361,1573436923759,4703015426724916,1006.3291
4362,1573436923839,4703015506726479,1006.3384
4363,1573436923920,4703015586724916,1006.3530000000001
4364,1573436923999,4703015666724916,1006.3388699999999
4365,1573436924080,4703015746724916,1006.334
4366,1573436924159,4703015826724916,1006.33057
4367,1573436924240,4703015906726479,1006.33984
4368,1573436924319,4703015986724916,1006.33057
4369,1573436924399,4703016066724916,1006.3325
4370,1573436924479,4703016146724916,1006.3418
4371,1573436924560,4703016226724916,1006.3388699999999
4372,1573436924640,4703016306724916,1006.3198
4373,1573436924720,4703016386724916,1006.3174
4374,1573436924800,4703016466724916,1006.3208
4375,1573436924881,4703016546724916,1006.33105
4376,1573436924959,4703016626724916,1006.3281
4377,1573436925040,4703016706724916,1006.3418
4378,1573436925132,4703016786726479,1006.35693
4379,1573436925200,4703016866726479,1006.3481400000001
4380,1573436925279,4703016946726479,1006.3325
4381,1573436925359,4703017026724916,1006.33057
4382,1573436925439,4703017106724916,1006.3511
4383,1573436925519,4703017186724916,1006.3725599999999
4384,1573436925600,4703017266724916,1006.3916
4385,1573436925679,4703017346724916,1006.3667
4386,1573436925761,4703017426724916,1006.3471699999999
4387,1573436925846,4703017506724916,1006.3584
4388,1573436925919,4703017586724916,1006.35645
4389,1573436925999,4703017666726479,1006.3711
4390,1573436926079,4703017746724916,1006.3760000000001
4391,1573436926159,4703017826724916,1006.3828
4392,1573436926240,4703017906724916,1006.36914
4393,1573436926319,4703017986724916,1006.3739999999999
4394,1573436926399,4703018066724916,1006.3696
4395,1573436926479,4703018146724916,1006.36084
4396,1573436926559,4703018226724916,1006.36865
4397,1573436926639,4703018306724916,1006.39355
4398,1573436926719,4703018386724916,1006.4116
4399,1573436926799,4703018466724916,1006.4018599999999
4400,1573436926879,4703018546724916,1006.3838
4401,1573436926959,4703018626724916,1006.3667
4402,1573436927039,4703018706724916,1006.3667
4403,1573436927135,4703018786726479,1006.36475
4404,1573436927199,4703018866724916,1006.3716
4405,1573436927279,4703018946726479,1006.3716
4406,1573436927360,4703019026724916,1006.3481400000001
4407,1573436927440,4703019106724916,1006.34424
4408,1573436927519,4703019186724916,1006.3467
4409,1573436927599,4703019266724916,1006.3496
4410,1573436927679,4703019346724916,1006.36035
4411,1573436927759,4703019426724916,1006.3711
4412,1573436927839,4703019506724916,1006.3969999999999
4413,1573436927929,4703019586724916,1006.39404
4414,1573436928000,4703019666724916,1006.3638
4415,1573436928079,4703019746724916,1006.3418
4416,1573436928161,4703019826724916,1006.32666
4417,1573436928239,4703019906724916,1006.33154
4418,1573436928319,4703019986724916,1006.3471699999999
4419,1573436928399,4703020066724916,1006.3423
4420,1573436928480,4703020146724916,1006.3491
4421,1573436928562,4703020226724916,1006.3408
4422,1573436928640,4703020306724916,1006.34766
4423,1573436928720,4703020386724916,1006.33545
4424,1573436928799,4703020466724916,1006.3281
4425,1573436928882,4703020546724916,1006.3471699999999
4426,1573436928963,4703020626724916,1006.3667
4427,1573436929040,4703020706724916,1006.3594
4428,1573436929152,4703020786724916,1006.3457
4429,1573436929199,4703020866724916,1006.34766
4430,1573436929281,4703020946726479,1006.3539999999999
4431,1573436929359,4703021026724916,1006.3618
4432,1573436929439,4703021106724916,1006.3574
4433,1573436929519,4703021186724916,1006.35645
4434,1573436929600,4703021266724916,1006.35645
4435,1573436929680,4703021346724916,1006.3408
4436,1573436929759,4703021426726479,1006.3511
4437,1573436929839,4703021506724916,1006.3452
4438,1573436929919,4703021586724916,1006.3452
4439,1573436929999,4703021666724916,1006.3545
4440,1573436930079,4703021746724916,1006.36035
4441,1573436930159,4703021826726479,1006.3574
4442,1573436930239,4703021906724916,1006.33984
4443,1573436930319,4703021986724916,1006.3471699999999
4444,1573436930399,4703022066724916,1006.3525400000001
4445,1573436930479,4703022146724916,1006.36426
4446,1573436930560,4703022226724916,1006.3662
4447,1573436930639,4703022306724916,1006.3716
4448,1573436930719,4703022386724916,1006.3677
4449,1573436930800,4703022466724916,1006.3623
4450,1573436930880,4703022546724916,1006.3452
4451,1573436930961,4703022626724916,1006.3384
4452,1573436931039,4703022706724916,1006.3262
4453,1573436931144,4703022786726479,1006.34375
4454,1573436931199,4703022866726479,1006.3447
4455,1573436931279,4703022946724916,1006.3418
4456,1573436931359,4703023026724916,1006.3374
4457,1573436931439,4703023106724916,1006.3291
4458,1573436931519,4703023186724916,1006.3218
4459,1573436931599,4703023266724916,1006.3296
4460,1573436931679,4703023346724916,1006.3447
4461,1573436931759,4703023426724916,1006.35596
4462,1573436931840,4703023506724916,1006.36475
4463,1573436931921,4703023586724916,1006.3384
4464,1573436931999,4703023666724916,1006.3330000000001
4465,1573436932080,4703023746724916,1006.3262
4466,1573436932159,4703023826724916,1006.3252
4467,1573436932239,4703023906724916,1006.3262
4468,1573436932319,4703023986724916,1006.3384
4469,1573436932399,4703024066724916,1006.34375
4470,1573436932479,4703024146724916,1006.3247
4471,1573436932561,4703024226724916,1006.31934
4472,1573436932640,4703024306724916,1006.3286
4473,1573436932720,4703024386724916,1006.34326
4474,1573436932800,4703024466724916,1006.3530000000001
4475,1573436932879,4703024546724916,1006.3618
4476,1573436932959,4703024626724916,1006.3579
4477,1573436933039,4703024706724916,1006.33594
4478,1573436933151,4703024786724916,1006.3222699999999
4479,1573436933201,4703024866726479,1006.3135
4480,1573436933279,4703024946726479,1006.31445
4481,1573436933359,4703025026724916,1006.31885
4482,1573436933439,4703025106724916,1006.3301
4483,1573436933519,4703025186724916,1006.3486300000001
4484,1573436933600,4703025266724916,1006.3379
4485,1573436933680,4703025346724916,1006.3408
4486,1573436933759,4703025426724916,1006.3379
4487,1573436933841,4703025506724916,1006.3486300000001
4488,1573436933919,4703025586724916,1006.355
4489,1573436933999,4703025666724916,1006.3598599999999
4490,1573436934079,4703025746724916,1006.35156
4491,1573436934160,4703025826726479,1006.3345
4492,1573436934239,4703025906724916,1006.33057
4493,1573436934319,4703025986724916,1006.32715
4494,1573436934399,4703026066724916,1006.3208
4495,1573436934479,4703026146724916,1006.3281
4496,1573436934559,4703026226724916,1006.3369
4497,1573436934640,4703026306726479,1006.3345
4498,1573436934719,4703026386724916,1006.3125
4499,1573436934799,4703026466724916,1006.3076
4500,1573436934879,4703026546724916,1006.3213
4501,1573436934959,4703026626724916,1006.33105
4502,1573436935039,4703026706724916,1006.3384
4503,1573436935119,4703026786724916,1006.35156
4504,1573436935199,4703026866724916,1006.34424
4505,1573436935279,4703026946726479,1006.3388699999999
4506,1573436935359,4703027026724916,1006.3296
4507,1573436935440,4703027106724916,1006.312
4508,1573436935519,4703027186724916,1006.3125
4509,1573436935599,4703027266724916,1006.3208
4510,1573436935680,4703027346724916,1006.3296
4511,1573436935759,4703027426724916,1006.3413
4512,1573436935839,4703027506724916,1006.3345
4513,1573436935921,4703027586724916,1006.3325
4514,1573436935999,4703027666724916,1006.3325
4515,1573436936079,4703027746724916,1006.33545
4516,1573436936160,4703027826726479,1006.3418
4517,1573436936241,4703027906724916,1006.3413
4518,1573436936320,4703027986726479,1006.31885
4519,1573436936401,4703028066724916,1006.3037
4520,1573436936479,4703028146724916,1006.3027300000001
4521,1573436936559,4703028226726479,1006.3115
4522,1573436936639,4703028306724916,1006.3242
4523,1573436936719,4703028386724916,1006.3281
4524,1573436936800,4703028466724916,1006.3222699999999
4525,1573436936880,4703028546724916,1006.3096
4526,1573436936960,4703028626724916,1006.3159
4527,1573436937040,4703028706724916,1006.32666
4528,1573436937119,4703028786724916,1006.33105
4529,1573436937200,4703028866726479,1006.33545
4530,1573436937279,4703028946724916,1006.3447
4531,1573436937359,4703029026724916,1006.3247
4532,1573436937440,4703029106724916,1006.313
4533,1573436937519,4703029186726479,1006.3081
4534,1573436937599,4703029266724916,1006.3037
4535,1573436937679,4703029346724916,1006.3003
4536,1573436937760,4703029426724916,1006.3149400000001
4537,1573436937839,4703029506724916,1006.3242
4538,1573436937920,4703029586724916,1006.3076
4539,1573436938000,4703029666724916,1006.2949
4540,1573436938079,4703029746726479,1006.2959
4541,1573436938160,4703029826724916,1006.31445
4542,1573436938239,4703029906724916,1006.3257
4543,1573436938319,4703029986724916,1006.3413
4544,1573436938399,4703030066724916,1006.3384
4545,1573436938479,4703030146724916,1006.3335
4546,1573436938559,4703030226724916,1006.3125
4547,1573436938639,4703030306724916,1006.3081
4548,1573436938719,4703030386724916,1006.3125
4549,1573436938799,4703030466724916,1006.33105
4550,1573436938879,4703030546724916,1006.3154
4551,1573436938959,4703030626724916,1006.30615
4552,1573436939040,4703030706724916,1006.3042
4553,1573436939119,4703030786724916,1006.30615
4554,1573436939199,4703030866724916,1006.3296
4555,1573436939279,4703030946724916,1006.3379
4556,1573436939359,4703031026724916,1006.3462
4557,1573436939439,4703031106724916,1006.3530000000001
4558,1573436939519,4703031186724916,1006.3452
4559,1573436939599,4703031266724916,1006.3393599999999
4560,1573436939679,4703031346724916,1006.3252
4561,1573436939759,4703031426724916,1006.3198
4562,1573436939839,4703031506724916,1006.34326
4563,1573436939920,4703031586724916,1006.3539999999999
4564,1573436939999,4703031666724916,1006.3428
4565,1573436940080,4703031746724916,1006.3174
4566,1573436940160,4703031826726479,1006.3115
4567,1573436940240,4703031906724916,1006.3149400000001
4568,1573436940320,4703031986726479,1006.3154
4569,1573436940412,4703032066726479,1006.3222699999999
4570,1573436940479,4703032146724916,1006.32275
4571,1573436940559,4703032226724916,1006.3081
4572,1573436940639,4703032306724916,1006.29834
4573,1573436940719,4703032386724916,1006.3008
4574,1573436940800,4703032466724916,1006.2969
4575,1573436940879,4703032546724916,1006.3042
4576,1573436940959,4703032626724916,1006.31396
4577,1573436941040,4703032706724916,1006.3076
4578,1573436941119,4703032786724916,1006.2969
4579,1573436941202,4703032866724916,1006.2793
4580,1573436941280,4703032946726479,1006.28955
4581,1573436941359,4703033026724916,1006.3008
4582,1573436941439,4703033106724916,1006.31055
4583,1573436941520,4703033186724916,1006.3247
